Index	MapID	MapName	NpcName	PosX	PosY
89	300	Thµnh §«	Hµnh C­íc Th­¬ng Nh©n	217	221
90	300	Thµnh §«	Messenger	204	223
91	300	Thµnh §«	Sø gi¶ bang ph¸i	201	222
92	300	Thµnh §«	Sø gi¶ m«n ph¸i	224	220
93	300	Thµnh §«	Vò N­¬ng	227	228
94	300	Thµnh §«	N¹n d©n_BÝnh	208	218
95	300	Thµnh §«	N¹n d©n_§inh	233	214
96	300	Thµnh §«	N¹n d©n_Gi¸p	237	227
97	300	Thµnh §«	N¹n d©n Êt	205	228
98	300	Thµnh §«	N¹n d©n	228	227
99	300	Thµnh §«	Chu ThiÖn Nh©n	243	218
100	300	Thµnh §«	A ThÞnh	222	234
101	300	Thµnh §«	Chu UÊt Ly	226	224
102	300	Thµnh §«	Th¸i thó	223	217
103	300	Thµnh §«	Chñ l«i ®µi	230	223
104	300	Thµnh §«	Nha dÞch	219	219
105	300	Thµnh §«	Nha dÞch	219	220
106	300	Thµnh §«	VÖ binh thµnh m«n	209	215
107	300	Thµnh §«	VÖ binh thµnh m«n	239	214
108	300	Thµnh §«	VÖ binh thµnh m«n	240	229
109	300	Thµnh §«	VÖ binh thµnh m«n	206	231
110	300	Thµnh §«	Vâ s­	207	221
111	300	Thµnh §«	ThÇy bãi	211	224
112	300	Thµnh §«	Quan viªn tho¸i nhiÖm	225	229
113	300	Thµnh §«	Chñ töu lÇu	221	213
114	300	Thµnh §«	V­¬ng CÈn	222	226
115	300	Thµnh §«	B¸ch HiÓu Sinh	217	228
116	300	Thµnh §«	Tiªu s­	227	210
117	300	Thµnh §«	Professor	213	221
118	300	Thµnh §«	TiÓu ®ång	204	221
119	100	TuyÒn Ch©u	D· TÈu	180	174
120	100	TuyÒn Ch©u	Chñ TiÖm vò khÝ	173	187
121	100	TuyÒn Ch©u	Chñ D­îc ®iÕm	179	183
122	100	TuyÒn Ch©u	Chñ T¹p hãa	184	187
123	100	TuyÒn Ch©u	Chñ TiÖm Nam phôc	167	188
124	100	TuyÒn Ch©u	Chñ TiÖm N÷ phôc	183	185
125	100	TuyÒn Ch©u	Chñ Kim hoµn	190	182
126	100	TuyÒn Ch©u	Chñ tiÒn trang	176	182
127	100	TuyÒn Ch©u	Thñ khè (B¾c)	189	179
128	100	TuyÒn Ch©u	Thñ khè (§«ng)	194	192
129	100	TuyÒn Ch©u	Thñ khè (T©y)	173	181
130	100	TuyÒn Ch©u	Xa phu TuyÒn Ch©u (B¾c)	188	180
131	100	TuyÒn Ch©u	Xa phu TuyÒn Ch©u (§«ng)	192	191
132	100	TuyÒn Ch©u	Xa phu TuyÒn Ch©u (T©y)	171	180
133	100	TuyÒn Ch©u	Qu¶n lý cöa hiÖu	178	180
134	100	TuyÒn Ch©u	Lin the Apothecary	194	184
135	100	TuyÒn Ch©u	Li Feng Qiu	200	185
136	100	TuyÒn Ch©u	Chñ l«i ®µi	166	184
137	100	TuyÒn Ch©u	Commander	177	186
138	100	TuyÒn Ch©u	Sø gi¶ bang ph¸i	181	191
139	100	TuyÒn Ch©u	Messenger	181	176
140	100	TuyÒn Ch©u	LÔ quan	189	186
141	100	TuyÒn Ch©u	Bé ®Çu	189	186
142	100	TuyÒn Ch©u	Sø gi¶ m«n ph¸i	182	185
143	100	TuyÒn Ch©u	Hµnh C­íc Th­¬ng Nh©n	182	182
144	100	TuyÒn Ch©u	Sø gi¶ Tµng KiÕm	188	194
145	100	TuyÒn Ch©u	Chñ th­¬ng héi	192	183
146	100	TuyÒn Ch©u	Vâ s­	178	174
147	100	TuyÒn Ch©u	TiÓu ®ång	183	176
148	100	TuyÒn Ch©u	§¹i ChÝ C­êng	175	177
149	100	TuyÒn Ch©u	Th¸i thó	190	186
150	100	TuyÒn Ch©u	VÖ binh thµnh m«n	191	179
151	100	TuyÒn Ch©u	VÖ binh thµnh m«n	192	179
152	100	TuyÒn Ch©u	VÖ binh thµnh m«n	167	179
153	100	TuyÒn Ch©u	VÖ binh thµnh m«n	197	195
154	100	TuyÒn Ch©u	La Sa	190	184
155	100	TuyÒn Ch©u	V­¬ng NghiÖp VÜ	196	185
156	100	TuyÒn Ch©u	Tiªu s­	196	189
157	100	TuyÒn Ch©u	Nha dÞch	188	188
158	100	TuyÒn Ch©u	Wei Ru Tin	163	183
159	100	TuyÒn Ch©u	H¹ KiÖt	166	182
160	100	TuyÒn Ch©u	Chung Phãng	171	188
161	100	TuyÒn Ch©u	Chñ töu lÇu	182	197
162	100	TuyÒn Ch©u	B¸ch HiÓu Sinh	176	191
163	100	TuyÒn Ch©u	Chu B©n Cö	162	185
164	350	T­¬ng D­¬ng	Chñ TiÖm vò khÝ	178	182
165	350	T­¬ng D­¬ng	Chñ D­îc ®iÕm	174	185
166	350	T­¬ng D­¬ng	Chñ T¹p hãa	173	181
167	350	T­¬ng D­¬ng	Chñ TiÖm Nam phôc	172	180
168	350	T­¬ng D­¬ng	Chñ TiÖm N÷ phôc	185	184
169	350	T­¬ng D­¬ng	Chñ Kim hoµn	175	181
170	350	T­¬ng D­¬ng	Thñ khè (Nam)	173	191
171	350	T­¬ng D­¬ng	Thñ khè (T©y)	169	179
172	350	T­¬ng D­¬ng	Thñ khè (B¾c)	191	178
173	350	T­¬ng D­¬ng	Xa phu	168	189
174	350	T­¬ng D­¬ng	Xa phu	165	180
175	350	T­¬ng D­¬ng	Xa phu	190	178
176	350	T­¬ng D­¬ng	Bé ®Çu	188	187
177	350	T­¬ng D­¬ng	Tr¸c Thiªn Hµnh	178	188
178	350	T­¬ng D­¬ng	Chñ l«i ®µi	199	184
179	350	T­¬ng D­¬ng	Minh Chñ Kim S¬n	179	172
180	350	T­¬ng D­¬ng	Ch©n Tö §¬n	181	185
181	350	T­¬ng D­¬ng	Commander	192	189
182	350	T­¬ng D­¬ng	Chñ th­¬ng héi	181	182
183	350	T­¬ng D­¬ng	Thî rÌn L­u	176	183
184	350	T­¬ng D­¬ng	M¹c Tam	168	182
185	350	T­¬ng D­¬ng	Hµnh C­íc Th­¬ng Nh©n	179	186
186	350	T­¬ng D­¬ng	Sø gi¶ Tµng KiÕm	174	178
187	350	T­¬ng D­¬ng	Th¸i thó	190	186
188	350	T­¬ng D­¬ng	Chñ töu lÇu	190	182
189	350	T­¬ng D­¬ng	Ph­¬ng Khanh	184	192
190	350	T­¬ng D­¬ng	Vu DÇn	195	186
191	350	T­¬ng D­¬ng	Tæng binh	190	187
192	350	T­¬ng D­¬ng	Tr­¬ng ¶nh	183	189
193	350	T­¬ng D­¬ng	M¹c H÷u Vi	177	193
194	350	T­¬ng D­¬ng	Tiªu s­	178	191
195	350	T­¬ng D­¬ng	T­ M· TÊn Nguyªn	180	174
196	350	T­¬ng D­¬ng	Hµn NghÜa	185	176
197	350	T­¬ng D­¬ng	Cæ MÆc	185	178
198	350	T­¬ng D­¬ng	Thiªn Tóc Minh	185	181
199	350	T­¬ng D­¬ng	Cæ L·o Ta	195	180
200	350	T­¬ng D­¬ng	Phï Nghi	189	187
201	150	D­¬ng Ch©u	Chñ TiÖm vò khÝ	212	193
202	150	D­¬ng Ch©u	Chñ D­îc ®iÕm	209	193
203	150	D­¬ng Ch©u	Chñ T¹p hãa	206	191
204	150	D­¬ng Ch©u	Chñ TiÖm Nam phôc	218	197
205	150	D­¬ng Ch©u	Chñ TiÖm N÷ phôc	219	198
206	150	D­¬ng Ch©u	Chñ Kim hoµn	212	190
207	150	D­¬ng Ch©u	Chñ tiÒn trang	210	202
208	150	D­¬ng Ch©u	Thñ khè (B¾c)	215	191
209	150	D­¬ng Ch©u	Thñ khè (§«ng)	219	198
210	150	D­¬ng Ch©u	Thñ khè (T©y)	204	190
211	150	D­¬ng Ch©u	Thñ khè (Nam)	201	198
212	150	D­¬ng Ch©u	Xa phu	214	192
213	150	D­¬ng Ch©u	Xa phu	220	198
214	150	D­¬ng Ch©u	Xa phu	203	190
215	150	D­¬ng Ch©u	Xa phu	203	198
216	150	D­¬ng Ch©u	Chñ th­¬ng héi	204	196
217	150	D­¬ng Ch©u	Ch©n Tö §¬n	214	196
218	150	D­¬ng Ch©u	Commander	210	197
219	150	D­¬ng Ch©u	Bé ®Çu	217	197
220	150	D­¬ng Ch©u	Sø gi¶ Tµng KiÕm	218	195
221	150	D­¬ng Ch©u	Chñ l«i ®µi	220	195
222	150	D­¬ng Ch©u	Hµnh C­íc Th­¬ng Nh©n	212	200
223	150	D­¬ng Ch©u	Li Tian Yong	220	194
224	150	D­¬ng Ch©u	H¹ HÇu CÇm	223	196
225	150	D­¬ng Ch©u	Tr­¬ng B¸ H¸n	213	194
226	150	D­¬ng Ch©u	Thu Dung	209	189
227	150	D­¬ng Ch©u	Chñ töu lÇu	207	189
228	150	D­¬ng Ch©u	H¹ HÇu Anh	201	195
229	150	D­¬ng Ch©u	H¹ HÇu Liªn	201	195
230	150	D­¬ng Ch©u	L­u HuyÒn Thanh	197	194
231	150	D­¬ng Ch©u	Manh Nham	196	195
232	150	D­¬ng Ch©u	Phïng §ång Nhi	208	199
233	150	D­¬ng Ch©u	TrÇn MÉn	214	201
234	150	D­¬ng Ch©u	Jiang Wei	209	202
235	400	Da Li	Chñ TiÖm vò khÝ	195	187
236	400	Da Li	Chñ D­îc ®iÕm	190	187
237	400	Da Li	Chñ T¹p hãa	188	184
238	400	Da Li	Chñ TiÖm Nam phôc	183	184
239	400	Da Li	Chñ TiÖm N÷ phôc	187	185
240	400	Da Li	Chñ Kim hoµn	187	183
241	400	Da Li	Thñ khè (B¾c)	194	181
242	400	Da Li	Thñ khè (§«ng)	191	194
243	400	Da Li	Thñ khè (Nam)	181	191
244	400	Da Li	Xa phu §¹i Lý (B¾c)	193	180
245	400	Da Li	Xa phu §¹i Lý (§«ng)	196	194
246	400	Da Li	Xa phu §¹i Lý (Nam)	183	194
247	400	Da Li	Chñ th­¬ng héi	185	182
248	400	Da Li	LÔ quan	188	177
249	400	Da Li	Chñ töu lÇu	190	180
250	400	Da Li	Sø gi¶ m«n ph¸i	193	186
251	400	Da Li	Zheng Guanzhi	199	182
252	400	Da Li	Dong Jia La	190	177
253	400	Da Li	Chen Liheng	183	177
254	400	Da Li	Liu Dian	180	188
255	400	Da Li	Cao Thang Tuyen	192	190
256	200	Bianjing	Dragon Boat Envoy	146	176
257	300	Thµnh §«	Dragon Boat Envoy	204	220
258	100	TuyÒn Ch©u	Dragon Boat Envoy	183	174
259	303	Nga My	Ch©n Nh­ S­ Th¸i (Ch­ëng m«n Nga My)	205	197
260	303	Nga My	TuÖ T©m s­ th¸i	210	199
261	303	Nga My	HuÖ ¢m s­ th¸i	202	195
262	303	Nga My	Nghi Thanh	209	195
263	303	Nga My	DiÖp Tö Hinh	209	191
264	303	Nga My	Nghi Hßa	199	201
265	303	Nga My	Thñ khè	214	197
266	303	Nga My	L©m UyÓn Y	219	196
267	303	Nga My	TÇn Phông Dao	219	190
268	303	Nga My	D­¬ng NguyÖt s­ th¸i	205	193
269	305	§­êng M«n	§­êng Së Hång	199	176
270	305	§­êng M«n	§­êng Thiªn TiÕu	195	172
271	305	§­êng M«n	§­êng Ng¹o	205	172
272	305	§­êng M«n	§­êng Thiªn H¶i	206	180
273	305	§­êng M«n	§­êng UyÓn Nhi	194	180
274	305	§­êng M«n	Thñ khè	202	177
275	305	§­êng M«n	§­êng Xu©n	208	174
276	305	§­êng M«n	§­êng V©n	193	174
277	305	§­êng M«n	§­êng Kþ	202	171
278	305	§­êng M«n	§éc Si	198	174
279	312	Wudang	Tö H¹c Ch©n Nh©n (Ch­ëng m«n Vâ §ang)	229	207
280	312	Wudang	Du ChÊn Sinh	226	204
281	312	Wudang	§¹i KiÕm Ch©u	237	210
282	312	Wudang	Tr­¬ng Ngä D­¬ng	238	206
283	312	Wudang	Yªn Nh­	222	206
284	312	Wudang	M¹c Thu Phong	218	213
285	312	Wudang	Thñ khè	231	214
286	312	Wudang	Minh NguyÖt	218	208
287	312	Wudang	T¹p Nguyªn ch©n nh©n	231	203
288	209	Beggars' Sect	Long T¹i Thiªn (Bang chñ C¸i Bang)	193	198
289	209	Beggars' Sect	M· TÞnh Sinh	191	197
290	209	Beggars' Sect	Tèng Nguyªn An	195	200
291	209	Beggars' Sect	TrÇn Chung H¹c	190	198
292	209	Beggars' Sect	V­u Tri VÞ	193	201
293	209	Beggars' Sect	Hång ThÊt	190	202
294	209	Beggars' Sect	Thñ khè	196	199
295	209	Beggars' Sect	§Ö tö C¸i Bang	212	194
296	204	Shaolin	ThiÕu L©m Ph­¬ng Tr­îng	199	198
297	204	Shaolin	HuyÒn Bi	207	200
298	204	Shaolin	HuyÒn Hèi	204	202
299	204	Shaolin	HuyÒn Khæ	196	195
300	204	Shaolin	HuyÒn Minh	192	197
301	204	Shaolin	Tæ V¨n §¹t	201	193
302	204	Shaolin	TÞnh Viªn	188	203
303	204	Shaolin	Thñ khè	195	197
304	204	Shaolin	V« Danh T¨ng	209	190
305	204	Shaolin	C­u Ma La	196	199
306	204	Shaolin	TÞnh Th«ng	210	196
307	204	Shaolin	HuyÒn DiÖt T«n Gi¶	216	191
308	204	Shaolin	H­¬ng kh¸ch	191	211
309	204	Shaolin	Háa C«ng §Çu	177	203
310	219	D­¬ng M«n	Xa Th¸i Qu©n	191	195
311	219	D­¬ng M«n	D­¬ng T«n B¶o	194	192
312	219	D­¬ng M«n	Méc QuÕ Anh	185	198
313	219	D­¬ng M«n	D­¬ng Bµi Phong	181	194
314	219	D­¬ng M«n	D­¬ng Hång	204	204
315	219	D­¬ng M«n	Thñ khè	199	196
316	219	D­¬ng M«n	D­¬ng Diªn Chiªu	192	183
317	404	Thóy Yªn	Sµi Hoµng Nhi	196	170
318	404	Thóy Yªn	Zhou Ziwen	190	169
319	404	Thóy Yªn	Hå Man Thµnh	197	173
320	404	Thóy Yªn	Hßa Hµi	186	171
321	404	Thóy Yªn	Qiaoqiao	184	177
322	404	Thóy Yªn	Liu Qingmei	192	168
323	404	Thóy Yªn	Hu Min	199	172
324	407	Five Poisons	B¹ch Doanh Doanh	201	198
325	407	Five Poisons	Wu Yan	199	198
326	407	Five Poisons	LiÔu T©n Tróc	200	201
327	407	Five Poisons	Th¸i Quang	194	200
328	407	Five Poisons	Xiong Li	193	204
329	407	Five Poisons	Ph­¬ng Viªn	193	198
330	407	Five Poisons	Gou Sach	196	197
331	407	Five Poisons	Xitu	200	204
332	407	Five Poisons	Thñ khè	202	202
333	407	Five Poisons	Wu Dung	205	201
334	202	Hanh Hoa village	Vi ¦ng	182	190
335	202	Hanh Hoa village	Tr­¬ng V©n	177	187
336	202	Hanh Hoa village	B¸ch Thóy B×nh	175	189
337	203	West Bianjing	Th­ sinh kú qu¸i	193	197
338	205	East Bianjing	Hµ Tó C«	217	177
339	205	East Bianjing	Hæ con	216	178
340	205	East Bianjing	Th«n tr­ëng	218	179
341	205	East Bianjing	Hµ Th¹c Cö	196	185
342	205	East Bianjing	NhÞ Hçn	198	202
343	205	East Bianjing	L·nh ®¹i phu	231	181
344	208	Liang Son Bac	Tèng Giang	189	172
345	218	Linh B¶o s¬n	Th­ §ång	228	217
346	301	T©y Thµnh §«	Th«n d©n	195	195
347	304	Nam Thµnh §«	Ph¹m Träng Yªm	162	182
348	304	Nam Thµnh §«	Chö C¸t Kú	197	197
349	304	Nam Thµnh §«	Binh sÜ	197	198
350	304	Nam Thµnh §«	§éi tr­ëng Binh sÜ	197	199
351	304	Nam Thµnh §«	Binh sÜ	196	199
352	306	Giang T©n Th«n	Tr­¬ng §×nh	191	167
353	308	B¾c Thµnh §«	LiÖp Hé	185	184
354	308	B¾c Thµnh §«	§øa bÐ ®¸ng th­¬ng	175	185
355	308	B¾c Thµnh §«	Chñ tiÖm nhá	174	201
356	309	KiÕm C¸c Thôc ®¹o	TrÇn Phi D­¬ng	160	184
357	310	KiÕm M«n quan	Th¸c B¹t Kú	164	187
358	311	Phôc Ng­u s¬n	L¹c Ph¸ch S¬n tÆc	169	166
359	319	Phong Ma ®éng-1	Lam D· Quû	202	180
360	326	Mé TuyÕt s¬n trang	Kim Phông	187	184
361	101	Overseas Lone Island	ThÕ ngo¹i cao nh©n	197	194
362	102	Peach Blossom Island	Boatman of Peach Blossom Island	182	197
363	104	§«ng H¶i H¶i T©n 2	ThuyÒn phu H¶i T©n	196	185
364	106	Long Tuyen Village	H­íng T­ Thanh	168	185
365	107	Vò Di s¬n	Tang Ning	177	184
366	604	Nh¹n M«n quan	D­¬ng NghiÖp	168	179
367	604	Nh¹n M«n quan	Tèng qu©n tr­ëng hé vÖ	164	181
368	601	Great Grassland 1	Thñ vÖ bé l¹c	196	178
369	602	Great Grassland 2	Nhiªu L©n	197	189
370	600	Bé l¹c V­¬ng Kú	Môc NghÜa	193	185
371	600	Bé l¹c V­¬ng Kú	Tiªu Thiªn Hùu	194	179
372	408	Miaoling	Miªu LÜnh Thñ lÜnh	162	196
373	403	West Xishuangbanna South	§oµn Tè ThuËn	182	177
